Control,Input,SWNOutput,SWNDrain,SWPOutput,SWPDrain
0,39,7.49292,2.8112000000000004,24.430020000000003,2.8112000000000004
0,40,7.712,2.87,25.7516,2.87
0,41,7.9485,2.92152,27.433200000000003,2.92152
0,42,8.185,2.9730400000000006,29.114800000000002,2.9730400000000006
0,43,8.421500000000002,3.0245600000000006,30.796400000000002,3.0245600000000006
0,44,8.658000000000001,3.07608,32.478,3.07608
0,45,8.8945,3.1276,34.1596,3.1276
0,46,9.131020000000001,3.17912,35.84118,3.17912
0,47,9.367540000000002,3.2306400000000006,37.522760000000005,3.2306400000000006
0,48,9.60406,3.2821600000000006,39.20434,3.2821600000000006
0,49,9.840580000000001,3.33368,40.88592,3.33368
0,50,10.0771,3.3852,42.5675,3.3852
0,51,10.330900000000002,3.4303000000000003,43.245760000000004,3.4303000000000003
0,52,10.584700000000002,3.4754000000000005,43.924020000000006,3.4754000000000005
0,53,10.838500000000002,3.5205000000000006,44.60228000000001,3.5205000000000006
0,54,11.092300000000002,3.5656,45.28054,3.5656
0,55,11.3461,3.6107,45.9588,3.6107
0,56,11.599900000000002,3.65578,46.637060000000005,3.65578
0,57,11.853700000000002,3.7008600000000005,47.31532,3.7008600000000005
0,58,12.107500000000002,3.7459400000000005,47.99358000000001,3.7459400000000005
0,59,12.361300000000002,3.79102,48.67184,3.79102
0,60,12.6151,3.8361,49.3501,3.8361
0,61,12.883280000000001,3.87724,50.07548,3.87724
